@dave_whipp,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/dave_whipp/status/1227227820587409408,"February 11, 2020 at 03:48AM"
@jtuttlekeane,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/jtuttlekeane/status/1227239684541046784,"February 11, 2020 at 04:35AM"
@VolcanoCowboy,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/VolcanoCowboy/status/1227240387397505029,"February 11, 2020 at 04:38AM"
@doug_ellison,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/doug_ellison/status/1227240584428937220,"February 11, 2020 at 04:38AM"
@birkeland_siri,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/birkeland_siri/status/1227243726654693376,"February 11, 2020 at 04:51AM"
@Jesster33,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/Jesster33/status/1227245493463502848,"February 11, 2020 at 04:58AM"
@WallaceMarkS,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/WallaceMarkS/status/1227248181554995202,"February 11, 2020 at 05:09AM"
@Prof_Woolsey,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/Prof_Woolsey/status/1227248333246300160,"February 11, 2020 at 05:09AM"
@GleeAstro,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/GleeAstro/status/1227250343077126146,"February 11, 2020 at 05:17AM"
@JoJakGeo,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/JoJakGeo/status/1227251138409455617,"February 11, 2020 at 05:20AM"
@ShirinZaidi,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/ShirinZaidi/status/1227251242679795712,"February 11, 2020 at 05:21AM"
@nicparrino,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/nicparrino/status/1227251769777876992,"February 11, 2020 at 05:23AM"
@AstroKimCartier,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/AstroKimCartier/status/1227253033253425152,"February 11, 2020 at 05:28AM"
@GlacialGeomorph,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/GlacialGeomorph/status/1227271779787259910,"February 11, 2020 at 06:42AM"
@SpaceMarschall,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/SpaceMarschall/status/1227282923344343040,"February 11, 2020 at 07:27AM"
@MelmothMostoles,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/MelmothMostoles/status/1227284912413331462,"February 11, 2020 at 07:34AM"
@cirquelar,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/cirquelar/status/1227292037126377472,"February 11, 2020 at 08:03AM"
@helenjanisz,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/helenjanisz/status/1227299303925792768,"February 11, 2020 at 08:32AM"
@balicea1,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/balicea1/status/1227301329560907776,"February 11, 2020 at 08:40AM"
@RLabibov,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/RLabibov/status/1227309164839436288,"February 11, 2020 at 09:11AM"
@kemna_k,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/kemna_k/status/1227325990642343937,"February 11, 2020 at 10:18AM"
@kdf_bochum,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/kdf_bochum/status/1227344394744930309,"February 11, 2020 at 11:31AM"
@Geop6Winch,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/Geop6Winch/status/1227393401953239041,"February 11, 2020 at 02:46PM"
